PERSONID,EDUC,LOGWAGE,POTEXPER,TIMETRND,ABILITY,MOTHERED,FATHERED,BRKNHOME,SIBLINGS 
1770,11,2.63,2,0,0.48,12,10,0,4
1770,11,2.58,3,1,0.48,12,10,0,4
1770,11,2.47,6,4,0.48,12,10,0,4
1770,11,2.49,7,5,0.48,12,10,0,4
1770,11,2.5,8,6,0.48,12,10,0,4
1770,11,2.5,9,7,0.48,12,10,0,4
1770,11,2.28,10,8,0.48,12,10,0,4
1771,11,1.88,3,4,0.4,12,12,1,3
1771,12,1.91,3,5,0.4,12,12,1,3
1771,12,1.82,4,6,0.4,12,12,1,3
1771,12,2.02,5,7,0.4,12,12,1,3
1771,12,2.09,6,8,0.4,12,12,1,3
1771,12,2.09,7,9,0.4,12,12,1,3
1771,12,2,8,10,0.4,12,12,1,3
1771,12,2.31,9,11,0.4,12,12,1,3
1771,12,2.22,10,12,0.4,12,12,1,3
1771,12,2.19,11,13,0.4,12,12,1,3
1771,12,2.19,12,14,0.4,12,12,1,3
1772,12,2.46,2,1,-0.37,12,12,0,2
1772,12,2.41,3,2,-0.37,12,12,0,2
1772,12,2.44,4,3,-0.37,12,12,0,2
1772,12,2.51,5,4,-0.37,12,12,0,2
1772,12,2.63,6,5,-0.37,12,12,0,2
1772,12,2.67,10,9,-0.37,12,12,0,2
1772,12,2.53,11,10,-0.37,12,12,0,2
1772,12,2.5,12,11,-0.37,12,12,0,2
1772,12,2.69,13,12,-0.37,12,12,0,2
1772,12,2.54,15,14,-0.37,12,12,0,2
1773,9,1.79,8,5,-1.98,12,12,0,4
1773,9,1.14,9,6,-1.98,12,12,0,4
1773,9,1.85,14,11,-1.98,12,12,0,4
1773,9,2.2,16,13,-1.98,12,12,0,4
1773,9,2.06,17,14,-1.98,12,12,0,4
1774,15,2.7,5,6,1.36,8,12,1,1
1774,15,4.1,7,8,1.36,8,12,1,1
1774,15,2.47,8,9,1.36,8,12,1,1
1774,15,0.52,13,14,1.36,8,12,1,1
1775,12,2.01,4,5,-0.8,6,7,0,2
1775,12,2.01,5,6,-0.8,6,7,0,2
1775,12,2.28,6,7,-0.8,6,7,0,2
1775,12,2.06,7,8,-0.8,6,7,0,2
1775,12,1.6,8,9,-0.8,6,7,0,2
1775,12,1.8,9,10,-0.8,6,7,0,2
1775,12,2.08,10,11,-0.8,6,7,0,2
1775,12,2.16,11,12,-0.8,6,7,0,2
1775,12,2.55,12,13,-0.8,6,7,0,2
1775,12,2.62,13,14,-0.8,6,7,0,2
1776,11,1.76,4,2,-2.02,3,4,0,5
1776,11,1.82,5,3,-2.02,3,4,0,5
1776,11,2.02,6,4,-2.02,3,4,0,5
1776,11,2.12,7,5,-2.02,3,4,0,5
1776,11,2.1,8,6,-2.02,3,4,0,5
1776,11,2.24,11,9,-2.02,3,4,0,5
1776,11,2.25,12,10,-2.02,3,4,0,5
1776,11,2.26,13,11,-2.02,3,4,0,5
1776,11,2.16,14,12,-2.02,3,4,0,5
1776,11,2.56,15,13,-2.02,3,4,0,5
1776,11,2.16,16,14,-2.02,3,4,0,5
1777,12,2.28,6,6,-0.67,12,12,0,1
1777,12,2.6,7,7,-0.67,12,12,0,1
1777,12,2.48,8,8,-0.67,12,12,0,1
1777,12,2.52,9,9,-0.67,12,12,0,1
1777,12,2.23,10,10,-0.67,12,12,0,1
1777,12,2.28,11,11,-0.67,12,12,0,1
1777,12,2.42,12,12,-0.67,12,12,0,1
1777,12,2.05,13,13,-0.67,12,12,0,1
1777,12,2.24,14,14,-0.67,12,12,0,1
1778,12,2.61,7,6,0.31,9,5,0,5
1778,12,2.68,8,7,0.31,9,5,0,5
1778,12,2.6,9,8,0.31,9,5,0,5
1778,12,2.51,10,9,0.31,9,5,0,5
1778,12,2.46,11,10,0.31,9,5,0,5
1778,12,2.37,12,11,0.31,9,5,0,5
1778,12,2.51,13,12,0.31,9,5,0,5
1778,12,2.32,14,13,0.31,9,5,0,5
1778,12,2.42,15,14,0.31,9,5,0,5
1779,9,1.6,14,13,-1.52,3,3,0,8
1780,11,1.85,7,3,-2.06,5,0,0,1
1780,11,2.61,8,4,-2.06,5,0,0,1
1780,11,2.28,9,5,-2.06,5,0,0,1
1780,11,2.5,10,6,-2.06,5,0,0,1
1780,11,2.59,11,7,-2.06,5,0,0,1
1780,11,2.97,12,8,-2.06,5,0,0,1
1780,11,2.73,13,9,-2.06,5,0,0,1
1780,11,2.65,14,10,-2.06,5,0,0,1
1780,11,2.73,15,11,-2.06,5,0,0,1
1780,11,2.88,16,12,-2.06,5,0,0,1
1780,11,2.75,17,13,-2.06,5,0,0,1
1780,11,2.7,18,14,-2.06,5,0,0,1
1781,12,2.41,5,0,-1.12,4,0,0,4
1781,12,2.29,6,1,-1.12,4,0,0,4
1781,12,2.41,7,2,-1.12,4,0,0,4
1781,12,2.45,8,3,-1.12,4,0,0,4
1781,12,2.5,9,4,-1.12,4,0,0,4
1781,12,2.46,10,5,-1.12,4,0,0,4
1781,12,2.45,11,6,-1.12,4,0,0,4
1781,12,2.38,12,7,-1.12,4,0,0,4
1781,12,2.45,13,8,-1.12,4,0,0,4
1781,12,2.36,14,9,-1.12,4,0,0,4
1781,12,2.31,15,10,-1.12,4,0,0,4
1781,12,2.31,16,11,-1.12,4,0,0,4
1781,12,2.27,17,12,-1.12,4,0,0,4
1781,12,2.27,18,13,-1.12,4,0,0,4
1782,10,2.01,3,0,-1.11,4,0,0,4
1782,11,2.22,3,1,-1.11,4,0,0,4
1782,12,2.05,3,2,-1.11,4,0,0,4
1782,12,2,4,3,-1.11,4,0,0,4
1782,12,1.97,5,4,-1.11,4,0,0,4
1782,12,2.49,6,5,-1.11,4,0,0,4
1782,12,2.61,7,6,-1.11,4,0,0,4
1782,12,2.59,8,7,-1.11,4,0,0,4
1782,12,2.58,9,8,-1.11,4,0,0,4
1782,12,2.56,10,9,-1.11,4,0,0,4
1782,12,2.56,11,10,-1.11,4,0,0,4
1782,12,2.5,12,11,-1.11,4,0,0,4
1782,12,2.5,13,12,-1.11,4,0,0,4
1782,12,2.48,14,13,-1.11,4,0,0,4
1782,12,2.32,15,14,-1.11,4,0,0,4
1783,14,2.28,1,6,1.11,12,18,0,5
1783,15,2.28,1,7,1.11,12,18,0,5
1783,15,1.86,2,8,1.11,12,18,0,5
1783,15,2.23,3,9,1.11,12,18,0,5
1783,15,2.46,4,10,1.11,12,18,0,5
1783,15,2.45,5,11,1.11,12,18,0,5
1783,15,2.89,6,12,1.11,12,18,0,5
1783,15,2.85,7,13,1.11,12,18,0,5
1783,15,3.06,8,14,1.11,12,18,0,5
1784,15,2.8,3,8,0.93,13,12,0,4
1784,15,2.66,4,9,0.93,13,12,0,4
1784,15,2.7,5,10,0.93,13,12,0,4
1784,15,2.67,6,11,0.93,13,12,0,4
1784,15,2.56,7,12,0.93,13,12,0,4
1784,15,2.65,8,13,0.93,13,12,0,4
1784,15,2.86,9,14,0.93,13,12,0,4
1785,10,2.57,4,3,-0.7,12,8,0,6
1785,10,2.39,5,4,-0.7,12,8,0,6
1785,10,3.18,7,6,-0.7,12,8,0,6
1785,10,3.03,8,7,-0.7,12,8,0,6
1785,10,3.31,9,8,-0.7,12,8,0,6
1785,10,3.11,11,10,-0.7,12,8,0,6
1785,10,3.1,12,11,-0.7,12,8,0,6
1785,10,2.43,13,12,-0.7,12,8,0,6
1785,10,3.07,15,14,-0.7,12,8,0,6
1786,9,2.5,5,1,-1.76,6,6,0,4
1786,9,2.36,6,2,-1.76,6,6,0,4
1786,9,2.41,7,3,-1.76,6,6,0,4
1786,9,2.34,8,4,-1.76,6,6,0,4
1786,9,2.27,9,5,-1.76,6,6,0,4
1786,9,2.28,10,6,-1.76,6,6,0,4
1786,9,1.64,12,8,-1.76,6,6,0,4
1786,9,2.22,13,9,-1.76,6,6,0,4
1786,9,2.23,14,10,-1.76,6,6,0,4
1786,9,1.98,15,11,-1.76,6,6,0,4
1786,9,2,16,12,-1.76,6,6,0,4
1786,9,2.21,17,13,-1.76,6,6,0,4
1786,9,2.3,18,14,-1.76,6,6,0,4
1787,14,1.47,5,6,0.7,16,15,0,1
1787,14,2.36,7,8,0.7,16,15,0,1
1788,11,1.6,9,7,-0.49,12,12,1,5
1788,11,1.99,10,8,-0.49,12,12,1,5
1788,11,1.7,12,10,-0.49,12,12,1,5
1788,11,1.6,13,11,-0.49,12,12,1,5
1788,11,1.37,14,12,-0.49,12,12,1,5
1788,11,1.24,15,13,-0.49,12,12,1,5
1788,11,1.99,16,14,-0.49,12,12,1,5
1789,9,1.51,5,4,-1.49,6,12,0,2
1789,9,2.11,6,5,-1.49,6,12,0,2
1789,9,2.32,8,7,-1.49,6,12,0,2
1789,9,2.22,9,8,-1.49,6,12,0,2
1789,9,2.18,10,9,-1.49,6,12,0,2
1789,9,2.13,11,10,-1.49,6,12,0,2
1789,9,2.31,12,11,-1.49,6,12,0,2
1789,9,2.22,13,12,-1.49,6,12,0,2
1789,9,2.01,14,13,-1.49,6,12,0,2
1789,9,2.16,15,14,-1.49,6,12,0,2
1790,15,2.88,3,2,0.9,15,4,0,2
1790,15,2.88,4,3,0.9,15,4,0,2
1790,15,2.98,5,4,0.9,15,4,0,2
1790,15,2.94,6,5,0.9,15,4,0,2
1790,15,2.94,7,6,0.9,15,4,0,2
1790,15,3.02,8,7,0.9,15,4,0,2
1790,15,3.14,10,9,0.9,15,4,0,2
1790,15,3.24,11,10,0.9,15,4,0,2
1790,15,3.2,12,11,0.9,15,4,0,2
1790,15,3.16,13,12,0.9,15,4,0,2
1790,15,3.18,14,13,0.9,15,4,0,2
1790,15,3.14,15,14,0.9,15,4,0,2
1791,12,1.44,1,3,0.51,3,12,0,2
1791,13,2.06,1,4,0.51,3,12,0,2
1791,14,1.78,1,5,0.51,3,12,0,2
1791,15,2.07,1,6,0.51,3,12,0,2
1791,15,2.37,2,7,0.51,3,12,0,2
1791,15,2.33,3,8,0.51,3,12,0,2
1791,15,2.45,4,9,0.51,3,12,0,2
1791,15,2.41,6,11,0.51,3,12,0,2
1792,12,2.11,3,5,-0.54,8,13,0,4
1792,12,2.12,4,6,-0.54,8,13,0,4
1792,12,2.47,5,7,-0.54,8,13,0,4
1792,12,2.46,6,8,-0.54,8,13,0,4
1792,12,2.65,7,9,-0.54,8,13,0,4
1792,12,2.5,8,10,-0.54,8,13,0,4
1792,12,2.8,10,12,-0.54,8,13,0,4
1792,12,2.74,12,14,-0.54,8,13,0,4
1793,12,2.3,3,0,-1.4,6,0,0,7
1793,12,1.9,4,1,-1.4,6,0,0,7
1793,12,2.04,6,3,-1.4,6,0,0,7
1793,12,1.98,7,4,-1.4,6,0,0,7
1793,12,2.25,8,5,-1.4,6,0,0,7
1793,12,2.24,9,6,-1.4,6,0,0,7
1793,12,1.92,10,7,-1.4,6,0,0,7
1793,12,2.22,11,8,-1.4,6,0,0,7
1793,12,2.11,12,9,-1.4,6,0,0,7
1793,12,2.13,13,10,-1.4,6,0,0,7
1793,12,2.13,16,13,-1.4,6,0,0,7
1793,12,2.04,17,14,-1.4,6,0,0,7
1794,12,1.74,4,0,-0.66,0,12,0,3
1794,12,2.35,7,3,-0.66,0,12,0,3
1794,12,2.45,8,4,-0.66,0,12,0,3
1794,12,2.13,12,8,-0.66,0,12,0,3
1794,12,2.17,15,11,-0.66,0,12,0,3
1794,12,2.17,16,12,-0.66,0,12,0,3
1794,12,2.21,17,13,-0.66,0,12,0,3
1794,12,2.32,18,14,-0.66,0,12,0,3
1795,15,2.01,6,7,0.68,6,6,0,11
1795,15,1.67,7,8,0.68,6,6,0,11
1796,12,1.87,3,0,-0.28,2,1,0,3
1796,13,1.67,4,2,-0.28,2,1,0,3
1796,14,1.65,4,3,-0.28,2,1,0,3
1796,14,1.62,5,4,-0.28,2,1,0,3
1796,14,1.9,10,9,-0.28,2,1,0,3
1796,14,1.96,11,10,-0.28,2,1,0,3
1796,14,2.1,12,11,-0.28,2,1,0,3
1796,14,2.1,13,12,-0.28,2,1,0,3
1796,14,2.3,14,13,-0.28,2,1,0,3
1796,14,2.44,15,14,-0.28,2,1,0,3
1797,11,1.79,2,0,-1.82,6,6,0,3
1797,12,1.64,2,1,-1.82,6,6,0,3
1797,12,1.79,3,2,-1.82,6,6,0,3
1797,12,1.95,4,3,-1.82,6,6,0,3
1797,12,2.08,5,4,-1.82,6,6,0,3
1797,12,1.79,6,5,-1.82,6,6,0,3
1797,12,2.13,7,6,-1.82,6,6,0,3
1797,12,2.18,8,7,-1.82,6,6,0,3
1797,12,1.93,9,8,-1.82,6,6,0,3
1797,12,1.86,10,9,-1.82,6,6,0,3
1797,12,1.85,11,10,-1.82,6,6,0,3
1797,12,1.97,12,11,-1.82,6,6,0,3
1797,12,1.83,13,12,-1.82,6,6,0,3
1797,12,1.59,14,13,-1.82,6,6,0,3
1797,12,1.66,15,14,-1.82,6,6,0,3
1798,12,1.72,3,3,-0.9,12,10,0,3
1798,12,1.83,4,4,-0.9,12,10,0,3
1798,12,1.81,5,5,-0.9,12,10,0,3
1798,12,1.88,6,6,-0.9,12,10,0,3
1798,12,2.8,7,7,-0.9,12,10,0,3
1798,12,2.86,8,8,-0.9,12,10,0,3
1798,12,2.43,9,9,-0.9,12,10,0,3
1798,12,2.58,10,10,-0.9,12,10,0,3
1798,12,1.98,13,13,-0.9,12,10,0,3
1798,12,2.09,14,14,-0.9,12,10,0,3
1799,11,1.61,4,1,-0.98,12,10,0,2
1799,11,1.27,8,5,-0.98,12,10,0,2
1799,11,1.42,9,6,-0.98,12,10,0,2
1799,11,1.63,10,7,-0.98,12,10,0,2
1800,10,0.92,11,7,-2.04,8,3,0,3
1800,10,0.97,13,9,-2.04,8,3,0,3
1800,10,0.75,15,11,-2.04,8,3,0,3
1800,10,1.39,16,12,-2.04,8,3,0,3
1800,10,1.36,17,13,-2.04,8,3,0,3
1800,10,1.19,18,14,-2.04,8,3,0,3
1801,12,2.04,6,7,-0.77,6,12,0,6
1801,12,2.51,7,8,-0.77,6,12,0,6
1801,12,2.6,8,9,-0.77,6,12,0,6
1801,12,2.68,9,10,-0.77,6,12,0,6
1801,12,2.67,10,11,-0.77,6,12,0,6
1801,12,2.71,11,12,-0.77,6,12,0,6
1801,12,2.71,12,13,-0.77,6,12,0,6
1801,12,2.73,13,14,-0.77,6,12,0,6
1802,12,0.71,4,5,-1.92,12,12,0,5
1802,12,1.79,6,7,-1.92,12,12,0,5
1802,12,1.59,7,8,-1.92,12,12,0,5
1802,12,1.71,8,9,-1.92,12,12,0,5
1802,12,1.16,10,11,-1.92,12,12,0,5
1802,12,1.41,11,12,-1.92,12,12,0,5
1802,12,1.6,12,13,-1.92,12,12,0,5
1802,12,1.67,13,14,-1.92,12,12,0,5
1803,13,2.19,1,0,0.53,12,12,0,3
1803,13,2.27,2,1,0.53,12,12,0,3
1803,14,1.8,2,2,0.53,12,12,0,3
1803,15,1.81,3,4,0.53,12,12,0,3
1803,15,2.14,4,5,0.53,12,12,0,3
1803,15,2.52,5,6,0.53,12,12,0,3
1803,15,2.43,6,7,0.53,12,12,0,3
1803,15,2.47,7,8,0.53,12,12,0,3
1803,15,2.6,8,9,0.53,12,12,0,3
1803,15,2.54,9,10,0.53,12,12,0,3
1803,15,2.5,10,11,0.53,12,12,0,3
1803,15,2.4,11,12,0.53,12,12,0,3
1803,15,2.51,12,13,0.53,12,12,0,3
1803,15,1.02,13,14,0.53,12,12,0,3
1804,9,1.79,5,0,-2.49,6,3,0,8
1804,9,1.91,6,1,-2.49,6,3,0,8
1804,9,1.89,7,2,-2.49,6,3,0,8
1804,9,1.58,9,4,-2.49,6,3,0,8
1804,9,2.07,11,6,-2.49,6,3,0,8
1804,9,2.08,12,7,-2.49,6,3,0,8
1804,9,1.94,14,9,-2.49,6,3,0,8
1804,9,2.1,19,14,-2.49,6,3,0,8
1805,12,2.05,2,0,0.48,12,12,0,2
1805,12,2.17,4,2,0.48,12,12,0,2
1805,12,2.44,5,3,0.48,12,12,0,2
1805,12,2.47,6,4,0.48,12,12,0,2
1805,12,2.49,7,5,0.48,12,12,0,2
1805,12,2.51,8,6,0.48,12,12,0,2
1805,12,2.49,9,7,0.48,12,12,0,2
1805,12,2.29,10,8,0.48,12,12,0,2
1805,12,2.53,11,9,0.48,12,12,0,2
1805,12,1.95,13,11,0.48,12,12,0,2
1805,12,2.65,14,12,0.48,12,12,0,2
1805,12,2.2,15,13,0.48,12,12,0,2
1806,16,0.53,3,9,-0.66,8,11,0,5
1806,16,2.3,4,10,-0.66,8,11,0,5
1806,16,2.08,5,11,-0.66,8,11,0,5
1806,16,2.31,6,12,-0.66,8,11,0,5
1806,16,1.94,7,13,-0.66,8,11,0,5
1806,16,2.22,8,14,-0.66,8,11,0,5
1807,12,1.94,3,2,-2.2,8,4,0,0
1807,12,1.69,4,3,-2.2,8,4,0,0
1807,12,1.62,6,5,-2.2,8,4,0,0
1807,12,1.87,7,6,-2.2,8,4,0,0
1807,12,1.94,8,7,-2.2,8,4,0,0
1807,12,2.31,10,9,-2.2,8,4,0,0
1807,12,2.6,11,10,-2.2,8,4,0,0
1807,12,2.58,13,12,-2.2,8,4,0,0
1807,12,2.54,14,13,-2.2,8,4,0,0
1807,12,2.44,15,14,-2.2,8,4,0,0
1808,12,1.82,3,4,-0.53,8,8,0,5
1808,12,2.11,4,5,-0.53,8,8,0,5
1809,12,1.65,11,12,-0.97,10,12,1,3
1809,12,1.49,12,13,-0.97,10,12,1,3
1809,12,1.67,13,14,-0.97,10,12,1,3
1810,13,1.9,3,5,0.02,2,0,0,10
1810,13,2.29,4,6,0.02,2,0,0,10
1810,13,2.33,5,7,0.02,2,0,0,10
1810,13,2.75,6,8,0.02,2,0,0,10
1810,13,2.46,7,9,0.02,2,0,0,10
1810,13,2.42,8,10,0.02,2,0,0,10
1810,13,2.45,9,11,0.02,2,0,0,10
1810,13,2.5,10,12,0.02,2,0,0,10
1810,13,1.36,11,13,0.02,2,0,0,10
1811,12,1.72,10,8,-0.54,0,4,0,9
1811,12,1.69,11,9,-0.54,0,4,0,9
1811,12,1.81,12,10,-0.54,0,4,0,9
1811,12,2.08,13,11,-0.54,0,4,0,9
1811,12,2.14,14,12,-0.54,0,4,0,9
1811,12,2.16,15,13,-0.54,0,4,0,9
1811,12,2.19,16,14,-0.54,0,4,0,9
1812,12,1.98,5,4,-1.24,0,4,0,9
1812,12,1.93,6,5,-1.24,0,4,0,9
1812,12,1.81,7,6,-1.24,0,4,0,9
1812,12,1.97,8,7,-1.24,0,4,0,9
1812,12,1.46,9,8,-1.24,0,4,0,9
1812,12,1.64,11,10,-1.24,0,4,0,9
1812,12,1.82,12,11,-1.24,0,4,0,9
1812,12,2.06,13,12,-1.24,0,4,0,9
1812,12,1.32,14,13,-1.24,0,4,0,9
1812,12,1.85,15,14,-1.24,0,4,0,9
1813,10,1.71,6,1,-0.02,12,12,0,4
1813,12,1.98,7,4,-0.02,12,12,0,4
1813,12,2.48,8,5,-0.02,12,12,0,4
1813,12,2.04,9,6,-0.02,12,12,0,4
1813,12,2.53,10,7,-0.02,12,12,0,4
1813,12,2.15,11,8,-0.02,12,12,0,4
1813,12,2.12,12,9,-0.02,12,12,0,4
1813,12,2.51,13,10,-0.02,12,12,0,4
1813,12,2.77,14,11,-0.02,12,12,0,4
1813,12,2.69,15,12,-0.02,12,12,0,4
1813,12,2.71,16,13,-0.02,12,12,0,4
1813,12,2.87,17,14,-0.02,12,12,0,4
1814,12,2.35,1,0,0.25,12,12,1,1
1814,12,2.43,2,1,0.25,12,12,1,1
1814,12,2.47,3,2,0.25,12,12,1,1
1814,12,2.44,4,3,0.25,12,12,1,1
1814,12,2.61,5,4,0.25,12,12,1,1
1814,12,2.57,6,5,0.25,12,12,1,1
1814,12,2.74,7,6,0.25,12,12,1,1
1814,12,2.72,8,7,0.25,12,12,1,1
1814,12,2.77,9,8,0.25,12,12,1,1
1814,12,2.71,11,10,0.25,12,12,1,1
1814,12,2.69,12,11,0.25,12,12,1,1
1814,12,2.55,13,12,0.25,12,12,1,1
1814,12,1.51,14,13,0.25,12,12,1,1
1815,12,1.95,5,1,-0.15,12,12,0,2
1815,12,2.48,6,2,-0.15,12,12,0,2
1815,12,2.08,7,3,-0.15,12,12,0,2
1815,12,2.2,8,4,-0.15,12,12,0,2
1816,12,1.38,3,2,-0.61,11,6,1,18
1817,14,2.62,3,1,0.15,9,10,0,4
1817,14,2.62,6,4,0.15,9,10,0,4
1817,14,2.47,9,7,0.15,9,10,0,4
1817,14,2.82,10,8,0.15,9,10,0,4
1817,14,1.54,11,9,0.15,9,10,0,4
1817,14,1.16,12,10,0.15,9,10,0,4
1818,12,1.99,2,1,-1.13,4,8,1,4
1818,15,2.68,5,7,-1.13,4,8,1,4
1818,15,2.64,6,8,-1.13,4,8,1,4
1818,15,2.87,7,9,-1.13,4,8,1,4
1818,15,3.18,8,10,-1.13,4,8,1,4
1818,15,3.04,9,11,-1.13,4,8,1,4
1818,15,2.99,10,12,-1.13,4,8,1,4
1818,15,3.27,11,13,-1.13,4,8,1,4
1818,15,3.18,12,14,-1.13,4,8,1,4
1819,10,2.25,9,7,-0.88,5,8,1,4
1819,10,2.52,11,9,-0.88,5,8,1,4
1819,10,2.39,15,13,-0.88,5,8,1,4
1819,10,2.78,16,14,-0.88,5,8,1,4
1820,12,2.11,8,7,-1.13,1,9,1,8
1820,12,2.39,10,9,-1.13,1,9,1,8
1820,12,2.5,11,10,-1.13,1,9,1,8
1820,12,2.5,12,11,-1.13,1,9,1,8
1820,12,2.58,13,12,-1.13,1,9,1,8
1820,12,2.39,15,14,-1.13,1,9,1,8
1821,10,1.79,4,2,-1.23,1,9,1,7
1821,10,1.76,6,4,-1.23,1,9,1,7
1821,10,1.91,9,7,-1.23,1,9,1,7
1821,10,2.27,10,8,-1.23,1,9,1,7
1821,10,2.36,11,9,-1.23,1,9,1,7
1821,10,2.36,13,11,-1.23,1,9,1,7
1821,10,2.58,15,13,-1.23,1,9,1,7
1822,9,1.6,13,6,-2.39,2,9,0,8
1823,12,2,6,5,-1,3,3,1,14
1823,12,2.28,7,6,-1,3,3,1,14
1823,12,2.05,8,7,-1,3,3,1,14
1823,12,2.29,10,9,-1,3,3,1,14
1824,10,2.63,5,2,-2.48,8,8,0,3
1824,10,2.15,6,3,-2.48,8,8,0,3
1824,10,1.98,7,4,-2.48,8,8,0,3
1824,10,1.38,10,7,-2.48,8,8,0,3
1824,10,0.89,11,8,-2.48,8,8,0,3
1824,10,2.08,12,9,-2.48,8,8,0,3
1824,10,2.25,13,10,-2.48,8,8,0,3
1824,10,1.42,14,11,-2.48,8,8,0,3
1824,10,1.8,15,12,-2.48,8,8,0,3
1824,10,2.07,16,13,-2.48,8,8,0,3
1824,10,1.91,17,14,-2.48,8,8,0,3
1825,12,2.08,4,4,0.3,16,8,1,2
1825,12,2.12,5,5,0.3,16,8,1,2
1825,12,2.48,6,6,0.3,16,8,1,2
1825,12,2.34,7,7,0.3,16,8,1,2
1825,12,2.4,8,8,0.3,16,8,1,2
1825,12,2.45,13,13,0.3,16,8,1,2
1825,12,2.64,14,14,0.3,16,8,1,2
1826,15,2.86,4,7,0.72,8,3,1,7
1826,15,3.05,5,8,0.72,8,3,1,7
1826,15,3.25,6,9,0.72,8,3,1,7
1826,16,3.07,6,10,0.72,8,3,1,7
1826,16,3.21,7,11,0.72,8,3,1,7
1826,17,3.13,7,12,0.72,8,3,1,7
1826,18,3.09,7,13,0.72,8,3,1,7
1826,18,2.96,8,14,0.72,8,3,1,7
1827,12,2.61,11,13,-0.4,12,16,0,2
1827,13,2.54,11,14,-0.4,12,16,0,2
1828,10,2.01,7,3,-1.53,8,8,1,4
1829,12,2.64,2,1,-0.76,9,7,0,4
1829,12,2.57,8,7,-0.76,9,7,0,4
1829,12,2.38,13,12,-0.76,9,7,0,4
1830,13,0.91,11,14,0.44,10,7,0,4
1831,15,1.78,6,5,-1.54,12,9,0,3
1831,15,2.3,9,8,-1.54,12,9,0,3
1831,15,2.46,10,9,-1.54,12,9,0,3
1831,15,2.73,13,12,-1.54,12,9,0,3
1831,15,2.76,14,13,-1.54,12,9,0,3
1831,15,2.82,15,14,-1.54,12,9,0,3
1832,12,1.92,7,6,-1.79,7,12,0,7
1832,12,1.94,8,7,-1.79,7,12,0,7
1832,12,3.42,9,8,-1.79,7,12,0,7
1832,12,2.19,10,9,-1.79,7,12,0,7
1832,12,2.32,11,10,-1.79,7,12,0,7
1832,12,1.91,12,11,-1.79,7,12,0,7
1832,12,1.81,13,12,-1.79,7,12,0,7
1833,13,2.07,1,0,-1,4,6,0,2
1833,13,1.99,2,1,-1,4,6,0,2
1833,13,2.07,3,2,-1,4,6,0,2
1833,14,1.8,5,5,-1,4,6,0,2
1833,14,2.07,6,6,-1,4,6,0,2
1833,14,1.99,7,7,-1,4,6,0,2
1834,12,2.34,3,0,-0.88,6,10,0,2
1834,12,2.27,6,3,-0.88,6,10,0,2
1834,12,2.26,7,4,-0.88,6,10,0,2
1834,12,2.24,8,5,-0.88,6,10,0,2
1834,12,2.24,9,6,-0.88,6,10,0,2
1834,12,2.16,10,7,-0.88,6,10,0,2
1834,12,2.6,11,8,-0.88,6,10,0,2
1834,12,2.56,12,9,-0.88,6,10,0,2
1834,12,2.66,13,10,-0.88,6,10,0,2
1834,12,2.5,14,11,-0.88,6,10,0,2
1834,12,3.33,15,12,-0.88,6,10,0,2
1834,12,2.75,16,13,-0.88,6,10,0,2
1835,12,2.11,6,8,0.4,4,5,0,2
1835,12,1.77,7,9,0.4,4,5,0,2
1835,12,2.25,11,13,0.4,4,5,0,2
1835,12,2.1,12,14,0.4,4,5,0,2
1836,12,1.75,5,8,-0.71,6,5,0,2
1837,12,1.41,2,5,-0.19,12,11,0,3
1837,12,1.96,3,6,-0.19,12,11,0,3
1837,12,2.11,4,7,-0.19,12,11,0,3
1837,12,2.22,5,8,-0.19,12,11,0,3
1837,12,2.24,6,9,-0.19,12,11,0,3
1837,12,2.01,7,10,-0.19,12,11,0,3
1837,12,2.29,8,11,-0.19,12,11,0,3
1837,12,2.43,9,12,-0.19,12,11,0,3
1837,12,2.11,10,13,-0.19,12,11,0,3
1837,12,2.13,11,14,-0.19,12,11,0,3
1838,11,1.8,2,1,-0.37,10,10,0,6
1838,12,2.29,2,2,-0.37,10,10,0,6
1838,12,2.23,3,3,-0.37,10,10,0,6
1838,12,2.47,4,4,-0.37,10,10,0,6
1838,12,2.4,5,5,-0.37,10,10,0,6
1838,12,2.37,6,6,-0.37,10,10,0,6
1838,12,2.43,7,7,-0.37,10,10,0,6
1838,12,2.58,8,8,-0.37,10,10,0,6
1838,12,2.6,9,9,-0.37,10,10,0,6
1838,12,2.82,10,10,-0.37,10,10,0,6
1838,12,2.77,11,11,-0.37,10,10,0,6
1838,12,3.04,12,12,-0.37,10,10,0,6
1838,12,2.87,13,13,-0.37,10,10,0,6
1838,12,3.01,14,14,-0.37,10,10,0,6
1839,13,2.36,3,1,0.29,12,12,0,1
1839,13,2.43,4,2,0.29,12,12,0,1
1839,13,2.7,5,3,0.29,12,12,0,1
1839,13,2.6,6,4,0.29,12,12,0,1
1839,13,2.52,7,5,0.29,12,12,0,1
1839,13,1.86,8,6,0.29,12,12,0,1
1839,13,2.29,9,7,0.29,12,12,0,1
1839,13,2.73,10,8,0.29,12,12,0,1
1839,13,2.42,11,9,0.29,12,12,0,1
1839,13,2.23,12,10,0.29,12,12,0,1
1839,13,2.32,14,12,0.29,12,12,0,1
1839,13,2.48,15,13,0.29,12,12,0,1
1839,13,2.4,16,14,0.29,12,12,0,1
1840,9,1.72,6,6,-0.45,12,9,0,2
1840,9,2.03,7,7,-0.45,12,9,0,2
